,1th value,2th value,3th value,4th value,5th value,6th value,7th value,8th value,9th value,10th value,11th value,12th value,13th value,14th value,15th value,16th value,17th value,18th value,19th value,20th value,21th value,22th value,23th value,24th value,25th value,26th value,27th value,28th value,29th value,30th value,31th value,32th value,33th value,34th value,35th value,36th value,37th value,38th value,39th value,40th value,41th value,42th value,43th value,44th value,45th value,46th value,47th value,48th value,49th value,50th value,51th value,52th value,53th value,54th value,55th value,56th value,57th value,58th value,59th value,60th value,61th value,62th value,63th value,64th value,65th value,66th value,67th value,68th value,69th value,70th value,71th value,72th value,73th value,74th value,75th value,76th value,77th value,78th value,79th value,80th value,81th value,82th value,83th value,84th value,85th value,86th value,87th value,88th value,89th value,90th value,91th value,92th value,93th value,94th value,95th value,96th value,97th value,98th value,99th value,100th value,101th value,102th value,103th value,104th value,105th value,106th value,107th value,108th value,109th value,110th value,111th value,112th value,113th value,114th value,115th value,116th value,117th value,118th value,119th value,120th value,121th value,122th value,123th value,124th value,125th value,126th value,127th value,128th value,129th value,130th value,131th value,132th value,133th value,134th value,135th value,136th value,137th value,138th value,139th value,140th value,141th value,142th value,143th value,144th value,145th value,146th value,147th value,148th value,149th value,150th value,151th value,152th value,153th value,154th value,155th value,156th value,157th value,158th value,159th value,160th value,161th value,162th value,163th value,164th value,165th value,166th value,167th value,168th value,169th value,170th value,171th value,172th value,173th value,174th value,175th value,176th value,177th value,178th value,179th value,180th value,181th value,182th value,183th value,184th value,185th value,186th value,187th value,188th value,189th value,190th value,191th value,192th value,193th value,194th value,195th value,196th value,197th value,198th value,199th value,200th value,201th value,202th value,203th value,204th value,205th value,206th value,207th value,208th value,209th value,210th value,211th value,212th value,213th value,214th value,215th value,216th value,217th value,218th value,219th value,220th value,221th value,222th value,223th value,224th value,225th value,226th value,227th value,228th value,229th value,230th value,231th value,232th value,233th value,234th value,235th value,236th value,237th value,238th value,239th value,240th value,241th value,242th value,243th value,244th value,245th value,246th value,247th value,248th value,249th value,250th value,genre,type
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,391,77,34,391,5476,47,2587,1477,1141,46,300,14,697,633,15,20,17,772,127,42,78,157,23,16,38,379,44,14,2907,125,71,124,1,23,19,7,943,102,23,41,358,77,7,11,42,12,102,67,3,102,67,291,3,72,50,127,159,49,16,42,205,1852,42,2,248,2,109,108,2,35,47,381,16,31,35,558,5,138,91,3,171,300,14,109,422,428,1,3207,221,7,6,316,62,3,7,17,730,42,78,31,84,321,27,92,611,24,10,548,300,14,218,396,1383,698,47,49,7,11,42,12,102,67,3,102,67,291,3,72,50,127,159,49,16,42,205,1852,42,2,248,2,109,108,2,35,47,381,16,31,35,954,429,3395,77,1,1028,35,128,488,2,35,2290,2,333,42,33,71,33,89,220,247,5,8,133,49,10,42,205,1852,50,147,1,49,127,1,49,1,47,49,227,42,173,77,65,0,train
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,538,219,24,3,1,43,98,1967,139,2,533,1384,847,233,897,33,3854,1039,1772,817,56,380,42,8,607,5,105,222,319,8,43,1385,139,848,3208,20,4,108,492,443,155,6,1805,131,3,178,66,19,3,861,17,24,1,47,381,4,407,897,106,41,42,6,1609,10,3037,540,603,2,6282,356,20,232,5477,1525,20,16,42,8,607,5,105,222,319,8,43,1385,139,848,3208,20,4,108,492,443,155,6,1805,131,3,178,66,19,3,557,557,751,751,751,751,18,165,42,8,183,110,131,141,4,2227,1288,12,219,0,train
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,474,10,406,82,4,2288,1179,8,1324,376,1,208,441,3855,4,1741,158,2,1166,4914,40,155,776,2,30,38,7,6,52,4,34,190,187,176,2430,76,246,18,233,348,758,2,1363,40,1335,54,1029,12,497,5,2163,1610,2,3038,93,622,3,163,42,234,22,68,7,6,52,4,34,190,187,176,2430,76,246,18,233,245,20,6,3209,52,4,9,11,84,76,326,279,33,26,339,4,660,877,286,122,41,7,11,2357,106,4,61,89,471,139,2,1180,284,1771,7,6,52,4,34,190,187,176,2430,76,246,18,233,471,139,2,1180,284,1771,0,train
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,17,651,1179,7,6,339,3,393,1853,9,6276,1928,3,1260,2,153,2,116,174,8,219,55,2509,5,91,4,26,316,3,972,1547,1888,52,4,1127,18,34,252,44,14,1215,131,1929,4477,368,861,50,169,20,849,3605,53,1216,772,336,32,7,11,9,78,55,194,81,26,8,379,267,6,3033,16,2121,31,47,23,41,9,6,104,3,150,63,159,149,5,96,6,493,190,593,186,434,354,284,2,205,186,100,17,1215,131,1929,4477,368,861,50,169,20,849,3605,53,1216,772,336,32,46,664,0,train
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,4,795,2690,1499,95,4,607,13,47,49,315,158,141,48,220,301,37,317,1742,44,324,563,17,658,1014,1,91,3,171,2164,77,72,189,23,16,2510,528,258,29,14,56,13,210,1,42,12,145,5,8,159,29,15,582,103,127,13,210,189,23,354,1,22,469,769,22,440,189,7,65,220,745,2,5,294,4,847,1364,22,7,123,2908,56,661,24,671,1669,1,229,434,189,23,16,2510,528,258,29,14,56,13,210,1,42,12,145,5,8,159,29,15,582,103,127,13,210,189,23,563,17,725,390,618,65,89,17,5,8,189,5,8,354,22,29,15,127,179,29,15,582,47,49,3,42,12,169,1,1011,1605,1153,7,11,143,0,train
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4478,759,11,1889,239,308,1526,139,202,1527,330,1047,356,2165,2,20,162,2166,8,3210,1673,867,52,2797,19,368,56,44,219,244,507,910,2909,590,2,119,56,44,1705,157,23,16,14,20,124,82,1673,867,52,4915,19,368,56,44,219,244,507,910,2909,590,2,119,56,44,1705,187,375,123,20,124,82,1527,330,1047,356,2165,2,20,3210,283,250,2,70,40,237,68,157,23,16,123,20,124,82,0,train
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228,3,699,2,139,10,1048,228,185,23,81,248,4157,4,5,2,1,295,3,270,131,4,338,5,8,2,224,3,369,2798,21,163,10,106,3,145,1325,23,296,2,82,48,45,3,6283,198,7,6,2,338,3856,97,392,409,594,2,82,48,589,216,5,39,48,589,216,2,508,108,10,21,377,7,6,39,4,653,736,3,392,409,594,5478,167,13,273,6,23,1500,35,2,128,3,4,270,1289,3,1214,1,7,6,339,37,254,1246,927,252,252,17,7,6,245,3,17,45,6,353,2799,16,17,154,597,224,3,17,115,37,431,818,6,1575,115,4,5,8,2,106,3,369,2798,21,1261,6,6284,4,248,239,8,30,23,296,2,82,48,415,3,1336,2,2511,8,30,1140,1261,594,2,82,48,589,216,283,33,770,2,973,10,46,645,42,39,4,248,1290,3,17,154,1217,131,3,17,45,6,818,782,586,16,17,154,2585,131,3,17,35,221,815,325,6,1575,52,4,0,train
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,226,161,1478,951,1413,1854,1806,6,867,749,29,14,266,102,573,317,252,267,10,1414,376,246,219,106,19,10,338,376,1273,54,2431,751,557,751,751,557,751,751,557,751,1414,376,246,749,29,14,266,72,317,252,267,10,1414,376,246,219,106,19,10,338,376,1273,54,2431,0,train
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,72,24,1,22,263,29,15,291,6,108,3,61,528,258,29,14,415,9,16,293,67,15,135,184,516,287,263,9,6,422,1353,52,48,1013,727,737,7,6,156,3,13,40,32,179,1773,15,193,108,525,377,22,50,254,505,14,108,32,24,3,671,1,505,14,58,50,61,189,1101,74,4,1084,3,29,15,528,528,83,91,423,171,22,9,6,336,278,22,153,282,540,9,6,342,2,116,1002,15,193,475,671,127,15,50,254,505,14,108,32,24,3,671,1,505,14,58,50,61,189,1101,74,4,1084,3,29,15,528,528,83,91,423,171,22,5,8,263,29,15,9,6,51,95,2,2,119,251,32,1576,505,14,42,1475,101,1,29,15,5,108,334,4,50,254,505,14,108,32,24,3,671,1,505,14,58,50,61,189,1101,74,4,1084,3,29,15,528,528,83,91,423,171,22,108,513,22,0,train
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,421,8,161,82,4,535,3857,447,12,548,2358,12,1030,388,955,306,173,376,99,17,862,2,777,994,3,38,273,6,1181,16,65,435,435,435,1072,819,120,128,205,1807,6,49,19,10,1048,561,1,59,2,7,27,1353,384,3211,2359,14,2360,11,646,234,59,3,209,36,415,10,4158,52,4,75,2361,100,315,134,1769,189,2,5479,251,16,14,504,6,106,607,129,264,2,717,30,276,421,8,161,82,4,535,3857,447,12,548,2358,12,1030,388,955,306,173,376,99,17,862,2,777,994,3,38,273,6,1181,16,65,181,2,1072,819,120,128,205,601,10,2167,511,10,65,1002,29,15,480,1002,604,223,587,64,2229,2,2800,198,46,24,159,38,2,1003,53,362,362,50,319,152,408,3,752,38,0,train
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,75,10,995,416,11,1805,6285,700,13,235,5,350,2,4916,215,338,64,18,338,14,35,2691,8,14,35,2691,8,14,35,2691,8,14,133,133,181,581,90,840,15,133,133,181,581,90,840,15,0,train
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,4479,309,266,6,951,2,312,1081,138,91,3,883,267,3,1040,98,184,55,20,4,75,10,79,2,800,98,1930,37,393,782,2,266,4,394,16,701,709,41,491,79,2,382,59,302,261,142,8,311,31,369,42,476,16,440,275,217,1970,12,75,1142,397,260,16,30,98,42,5,275,1167,919,4,5480,5,189,5481,42,46,43,59,302,261,142,8,311,31,369,42,476,16,440,275,217,1970,12,131,4,187,4,2122,143,106,3,147,17,59,302,142,8,311,31,369,42,476,16,440,217,59,302,261,142,8,311,31,369,42,476,16,440,275,217,0,train
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2069,312,1,2230,6,1808,42,8,46,43,20,1192,1,42,276,381,166,105,5,8,255,104,6,1326,4,283,7,6,308,841,101,698,42,378,1004,5,566,10,51,153,2,17,129,110,286,919,53,772,603,53,57,35,76,197,545,30,29,15,477,1,207,5,168,4,15,222,61,221,29,15,368,20,405,190,308,841,232,7,6,91,3,731,698,9,6,13,564,434,129,110,286,919,53,772,603,53,57,35,76,197,545,30,29,15,477,1,207,5,168,4,15,1415,2801,3,352,122,657,3,1674,1,2231,3212,324,2692,267,3,145,207,41,294,4,18,222,255,110,286,919,53,772,603,53,57,35,76,197,545,30,29,15,477,1,207,5,168,4,15,0,train
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,628,593,3,27,46,709,62,41,473,37,302,249,9,1143,1154,434,5,339,4,664,127,15,87,5,104,4,164,2362,88,1,9,12,145,90,75,16,7,11,209,59,2,240,1102,22,47,381,47,381,61,145,276,7,11,99,216,22,1415,4159,60,41,4480,1,3039,12,1060,58,220,1290,2,43,1,507,18,538,15,83,8,5,168,4,15,1,9,12,17,75,16,7,11,1548,59,2,20,1144,1365,1,50,58,526,61,145,276,99,727,9,12,169,1605,7,11,13,273,17,143,59,2,20,1202,20,306,285,101,221,46,9,628,593,3,9,12,145,90,7,11,132,36,46,35,240,63,1,29,15,13,121,1290,16,538,815,29,15,7,11,0,train
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,60,144,15,66,282,2,153,3,240,1214,160,64,79,3,256,440,603,2,1127,292,2,405,919,2,1127,5,8,252,43,143,153,3,89,22,240,769,15,410,919,10,9,12,182,47,148,186,292,2,847,772,356,129,2070,355,5,8,187,2,30,222,9,78,772,356,195,129,69,2,30,410,919,2,61,356,222,9,6,168,48,116,63,1,26,8,213,40,16,925,22,476,22,168,4,15,410,919,10,9,12,182,47,148,186,292,2,847,772,356,129,2070,355,5,8,187,2,30,222,9,78,772,919,2,30,129,9,6,51,23,19,3,9,6,1416,103,16,5,8,9,6,168,48,222,187,2,152,410,356,410,286,187,10,9,12,145,90,227,61,145,772,356,129,2070,355,5,8,187,2,30,222,9,78,772,919,2,30,129,118,0,train
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,78,401,1,61,93,47,622,19,3,146,103,251,544,161,301,1,34,1303,166,1151,66,19,334,4,525,2693,9,12,74,1,276,550,1115,380,1354,6286,1,480,254,321,910,95,1,118,133,9,78,4160,22,259,1084,3,29,14,77,71,65,9,12,74,1,276,550,1115,380,1354,6286,1,480,254,321,910,95,1,118,133,9,78,4160,22,927,252,2168,66,19,3,1549,17,511,10,13,3040,793,26,8,24,1,155,13,638,53,18,297,155,8,183,9,12,74,1,276,550,1115,380,1354,927,480,254,321,910,95,1,118,133,9,78,4160,22,0,train
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,2,2694,2,266,48,196,1013,3,2588,649,15,193,5,156,2,3213,161,1577,323,2363,497,466,49,19,330,4,15,476,10,121,1,14,1,703,16,778,1085,247,50,253,2,43,107,65,2169,1550,239,41,177,239,159,217,64,661,177,484,1855,42,213,40,198,207,20,188,662,155,6,18,162,32,35,317,7,27,163,283,54,34,472,317,29,14,41,231,213,107,72,2169,1550,239,41,177,239,159,217,64,661,177,484,1855,42,213,40,198,207,20,188,0,train
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,287,17,153,42,8,100,55,42,60,24,1,13,153,3,133,43,42,60,63,1,153,473,3,1002,29,14,2,119,158,2,68,54,319,382,264,89,22,2432,382,1272,3,230,34,424,29,15,215,66,3,842,113,54,42,12,116,158,1,2432,382,1926,440,221,57,11,42,8,109,22,337,1,116,13,210,221,42,5,115,4,43,57,11,24,1,29,15,155,982,125,31,1,5,73,2,119,24,1,271,14,2432,382,1926,440,221,57,11,42,8,109,22,337,1,116,13,210,221,0,train
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,2,410,1127,264,6,153,19,3,95,1,223,208,245,284,2364,3858,232,166,32,1060,410,336,12,2910,9,12,95,1,12,95,1,66,10,322,1578,116,2433,29,14,168,3,320,243,9,60,7,11,57,1059,2,397,260,1015,864,52,95,2233,163,264,6,122,617,246,66,10,215,215,1182,1971,451,737,179,40,155,50,61,748,153,7,6,666,10,234,4161,38,26,8,5,339,4,664,7,6,138,79,146,223,243,1444,6287,19,2,110,95,1049,50,4161,75,2,153,7,6,3,57,21,102,44,68,528,171,22,9,78,24,1,26,8,5,339,4,664,157,24,1,22,21,102,44,68,9,11,46,116,129,0,train
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,74,1,17,259,128,19,4,1579,240,1,1931,415,358,44,15,129,273,7,2695,109,95,10,15,23,13,415,1002,209,66,2,1050,296,24,3,1,209,6,1026,507,13,415,116,483,90,737,22,1,49,4,1155,95,291,1247,109,13,95,13,415,2,246,22,253,3,209,1809,267,358,506,415,166,4,43,56,23,128,665,15,107,418,415,3,3396,213,1,670,52,4,2433,149,809,1675,2,618,107,878,24,36,1,49,4,1155,95,291,1247,109,13,95,13,415,2,246,22,253,3,209,33,4917,1,29,15,149,109,670,8,72,586,12,147,17,1,49,4,1155,95,291,1247,109,13,95,13,415,2,246,22,253,3,209,0,train
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,18,61,208,231,391,17,245,300,1,20,565,232,943,18,9,78,477,1,129,273,17,61,38,245,300,287,169,3606,1016,6288,48,331,1639,12,2588,81,9,60,287,79,748,1218,4,1127,9,6,156,284,146,613,603,53,410,127,15,953,41,9,6,13,336,12,495,18,61,208,231,391,17,245,300,1,20,565,232,943,18,9,78,477,1,129,273,17,61,38,9,60,1,158,19,2,5,1073,4,163,1411,903,19,4,832,7,83,8,320,54,17,1013,3,623,1,7,2,119,102,23,41,9,12,146,85,24,1,129,1103,23,27,41,5,3,495,18,61,208,231,391,17,245,300,1,20,565,232,943,18,9,78,477,1,129,273,17,61,38,2163,5,903,1640,428,26,44,203,159,129,1027,12,5,9,78,407,1,24,1,129,495,18,61,208,231,391,17,245,300,1,20,565,232,943,18,9,78,477,1,129,273,17,61,38,218,123,9,27,38,0,train
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,135,56,5,8,4481,1932,7,27,1,52,4918,128,355,322,67,904,11,135,39,124,33,2434,11,129,7,27,175,64,2435,1,355,322,67,9,363,116,38,84,38,281,20,101,61,38,853,55,83,8,14,18,31,132,36,84,31,132,36,227,2021,21,591,109,109,109,109,140,2,109,109,109,109,109,108,2,5482,109,109,109,109,469,2,483,109,109,109,109,1128,3,23,41,109,109,109,109,140,2,109,109,109,109,109,108,2,5482,109,109,109,109,469,2,483,109,109,109,109,1128,3,23,41,109,109,109,109,140,2,109,109,109,109,109,108,2,5482,109,109,109,109,469,2,483,109,109,109,109,1128,3,23,41,109,109,109,109,140,2,109,109,109,109,109,108,2,5482,109,109,109,109,469,2,483,109,109,109,109,254,92,512,0,train
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,311,4,70,83,8,46,43,436,73,37,9,12,1017,767,2,120,114,767,54,2,120,141,4,9,6,13,593,2,1,2,69,10,286,129,75,69,61,133,75,16,18,79,3,584,85,5,168,37,43,9,6,336,12,587,9,6,13,593,2,1478,22,85,9,60,1,2,69,10,286,129,85,311,4,70,83,8,46,43,436,73,37,9,12,1017,767,2,120,114,767,54,2,120,141,4,9,6,13,593,2,1,2,69,10,286,129,85,5,168,37,43,9,6,336,12,587,9,6,13,593,2,1478,22,85,5,168,37,43,9,6,336,12,587,9,6,13,593,2,1478,22,85,5,168,37,43,85,9,60,1,2,69,10,286,129,0,train
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,724,444,122,184,464,1061,717,30,9,60,7,72,495,10,34,472,65,77,3607,4919,2,84,22,165,9,78,79,3,1608,29,14,495,10,84,71,157,479,14,66,492,72,184,122,286,26,156,4,558,13,38,385,10,1086,440,856,69,219,77,165,9,78,79,3,1608,29,14,495,10,84,71,157,479,14,66,492,72,184,122,2071,122,444,184,30,195,102,67,15,1193,71,658,65,305,667,3,1014,1,3397,15,1804,3,165,9,78,73,3,702,31,1,495,10,84,71,157,479,14,66,492,72,184,122,0,train
